cl: 	 0.49864, cd: 	 0.02094
cl: 	 0.40616, cd: 	 0.02026
cl: 	 0.39894, cd: 	 0.01829
cl: 	 0.29402, cd: 	 0.01462
cl: 	 0.47983, cd: 	 0.02052
cl: 	 0.31483, cd: 	 0.01446
cl: 	 0.51429, cd: 	 0.02056
cl: 	 0.45425, cd: 	 0.02020
cl: 	 0.32499, cd: 	 0.01418
cl: 	 0.41732, cd: 	 0.02045
cl: 	 0.31410, cd: 	 0.01542
cl: 	 0.47286, cd: 	 0.01961
cl: 	 0.34276, cd: 	 0.01453
cl: 	 0.28364, cd: 	 0.01465
cl: 	 0.49654, cd: 	 0.02124
cl: 	 0.40950, cd: 	 0.01854
cl: 	 0.47954, cd: 	 0.01889
cl: 	 0.38473, cd: 	 0.01637
cl: 	 0.41093, cd: 	 0.01834
cl: 	 0.27260, cd: 	 0.01413
cl: 	 0.51886, cd: 	 0.02217
cl: 	 0.41294, cd: 	 0.01858
cl: 	 0.41848, cd: 	 0.01749
cl: 	 0.48543, cd: 	 0.01930
cl: 	 0.45194, cd: 	 0.01888
cl: 	 0.36089, cd: 	 0.01539
cl: 	 0.41805, cd: 	 0.01831
cl: 	 0.33295, cd: 	 0.01639
cl: 	 0.37701, cd: 	 0.01573
cl: 	 0.45689, cd: 	 0.01779
cl: 	 0.35766, cd: 	 0.01488
cl: 	 0.38777, cd: 	 0.01636
cl: 	 0.29362, cd: 	 0.01358
cl: 	 0.38060, cd: 	 0.01835
cl: 	 0.48850, cd: 	 0.02056
cl: 	 0.29179, cd: 	 0.01339
cl: 	 0.39017, cd: 	 0.01890
cl: 	 0.54662, cd: 	 0.02462
cl: 	 0.40751, cd: 	 0.01703
cl: 	 0.37944, cd: 	 0.01607
cl: 	 0.42767, cd: 	 0.01716
cl: 	 0.34801, cd: 	 0.01507
cl: 	 0.46818, cd: 	 0.02016
cl: 	 0.47663, cd: 	 0.01837
cl: 	 0.42967, cd: 	 0.01782
cl: 	 0.42459, cd: 	 0.01744
cl: 	 0.45288, cd: 	 0.01765
cl: 	 0.48553, cd: 	 0.01920
cl: 	 0.36735, cd: 	 0.01544
cl: 	 0.49521, cd: 	 0.01968
cl: 	 0.44878, cd: 	 0.01900
cl: 	 0.51942, cd: 	 0.02052
cl: 	 0.47292, cd: 	 0.01963
cl: 	 0.45217, cd: 	 0.01888
cl: 	 0.48279, cd: 	 0.02052
cl: 	 0.49038, cd: 	 0.01920
cl: 	 0.45689, cd: 	 0.01779
cl: 	 0.45689, cd: 	 0.01779
cl: 	 0.46045, cd: 	 0.01775
cl: 	 0.50546, cd: 	 0.02032
cl: 	 0.47473, cd: 	 0.01859
cl: 	 0.45799, cd: 	 0.01789
cl: 	 0.45689, cd: 	 0.01779
cl: 	 0.45689, cd: 	 0.01779
cl: 	 0.38013, cd: 	 0.01512
cl: 	 0.35381, cd: 	 0.01544
cl: 	 0.45682, cd: 	 0.01777
cl: 	 0.35767, cd: 	 0.01489
cl: 	 0.48700, cd: 	 0.01818
cl: 	 0.42470, cd: 	 0.01849
cl: 	 0.47473, cd: 	 0.01859
cl: 	 0.45799, cd: 	 0.01789
cl: 	 0.37221, cd: 	 0.01514
cl: 	 0.44737, cd: 	 0.01767
cl: 	 0.52448, cd: 	 0.02126
cl: 	 0.45689, cd: 	 0.01779
cl: 	 0.45689, cd: 	 0.01779
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.46019, cd: 	 0.01777
cl: 	 0.45455, cd: 	 0.01830
cl: 	 0.47934, cd: 	 0.01792
cl: 	 0.46045, cd: 	 0.01775
cl: 	 0.48024, cd: 	 0.01865
cl: 	 0.45670, cd: 	 0.01779
cl: 	 0.46064, cd: 	 0.01776
cl: 	 0.46342, cd: 	 0.01732
cl: 	 0.47810, cd: 	 0.01857
cl: 	 0.45704, cd: 	 0.01780
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48244, cd: 	 0.01852
cl: 	 0.45470, cd: 	 0.01761
cl: 	 0.47920, cd: 	 0.01852
cl: 	 0.45294, cd: 	 0.01755
cl: 	 0.46333, cd: 	 0.01735
cl: 	 0.48370, cd: 	 0.01863
cl: 	 0.45543, cd: 	 0.01760
cl: 	 0.47595, cd: 	 0.01847
cl: 	 0.47663, cd: 	 0.01837
cl: 	 0.46045, cd: 	 0.01775
cl: 	 0.47663, cd: 	 0.01837
cl: 	 0.46522, cd: 	 0.01826
cl: 	 0.45689, cd: 	 0.01779
cl: 	 0.45682, cd: 	 0.01777
cl: 	 0.45689, cd: 	 0.01779
cl: 	 0.45674, cd: 	 0.01777
cl: 	 0.45697, cd: 	 0.01780
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48700, cd: 	 0.01818
cl: 	 0.48700, cd: 	 0.01818
cl: 	 0.42207, cd: 	 0.01599
cl: 	 0.48700, cd: 	 0.01818
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48700, cd: 	 0.01818
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48700, cd: 	 0.01818
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48700, cd: 	 0.01818
cl: 	 0.48189, cd: 	 0.01865
cl: 	 0.46376, cd: 	 0.01722
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48370, cd: 	 0.01863
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48370, cd: 	 0.01863
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48700, cd: 	 0.01818
cl: 	 0.48244, cd: 	 0.01852
cl: 	 0.47914, cd: 	 0.01855
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48764, cd: 	 0.01814
cl: 	 0.48160, cd: 	 0.01857
cl: 	 0.48244, cd: 	 0.01852
cl: 	 0.48370, cd: 	 0.01863
cl: 	 0.46376, cd: 	 0.01722
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48764, cd: 	 0.01814
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48752, cd: 	 0.01829
cl: 	 0.48764, cd: 	 0.01814
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.46376, cd: 	 0.01722
cl: 	 0.48758, cd: 	 0.01827
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48764, cd: 	 0.01814
cl: 	 0.49002, cd: 	 0.01832
cl: 	 0.46084, cd: 	 0.01708
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.46349, cd: 	 0.01732
cl: 	 0.48802, cd: 	 0.01814
cl: 	 0.48698, cd: 	 0.01818
cl: 	 0.46084, cd: 	 0.01708
cl: 	 0.49063, cd: 	 0.01830
cl: 	 0.46084, cd: 	 0.01708
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.46376, cd: 	 0.01722
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.48739, cd: 	 0.01818
cl: 	 0.46084, cd: 	 0.01708
cl: 	 0.46084, cd: 	 0.01708
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48764, cd: 	 0.01814
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.46084, cd: 	 0.01708
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.46376, cd: 	 0.01722
cl: 	 0.41932, cd: 	 0.01576
cl: 	 0.46084, cd: 	 0.01708
cl: 	 0.46376, cd: 	 0.01722
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.46084, cd: 	 0.01708
cl: 	 0.46084, cd: 	 0.01708
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.46084, cd: 	 0.01708
cl: 	 0.47398, cd: 	 0.01781
cl: 	 0.46376, cd: 	 0.01722
cl: 	 0.46376, cd: 	 0.01722
cl: 	 0.46084, cd: 	 0.01708
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.46084, cd: 	 0.01708
cl: 	 0.46376, cd: 	 0.01722
cl: 	 0.48721, cd: 	 0.01801
cl: 	 0.46107, cd: 	 0.01712
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.49039, cd: 	 0.01821
cl: 	 0.46084, cd: 	 0.01708
cl: 	 0.48721, cd: 	 0.01801
cl: 	 0.48721, cd: 	 0.01801
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48721, cd: 	 0.01801
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48721, cd: 	 0.01801
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48721, cd: 	 0.01801
cl: 	 0.48721, cd: 	 0.01801
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
cl: 	 0.48745, cd: 	 0.01806
